TCGA_3L_AA1B_01A	TCGA_4N_A93T_01A	TCGA_4T_AA8H_01A	TCGA_5M_AAT4_01A
106480337	0	0	0	0
106480338	1	5	2	5
106480339	0	0	0	0
106480340	1	0	0	0
106480341	0	0	2	1
106480342	0	0	0	0
106480343	1	1	0	0
106480344	0	0	0	0
106480345	0	0	0	0
106480346	0	0	0	0
106480347	0	0	0	0
106480348	0	0	0	0
106480349	0	0	0	0
106480350	48	30	15	12
106480351	0	0	0	0
106480352	0	0	0	0
106480353	0	0	0	0
106480354	0	0	0	0
106480355	0	0	0	0
106480356	0	0	0	0
106480357	0	0	0	0
106480358	4	2	2	1
106480359	0	0	0	0
106480360	35	51	19	29
106480361	0	0	0	0
106480362	0	0	0	0
106480363	0	2	0	0
106480364	0	0	0	1
106480365	1	0	0	0
106480366	0	0	0	0
106480367	0	0	0	0
106480368	0	0	0	0
106480369	0	0	0	0
106480370	0	1	0	0
106480371	0	0	0	0
106480372	0	0	0	0
106480373	0	1	1	0
106480374	0	0	0	0
106480375	0	0	0	0
106480376	0	0	0	0
106480377	0	0	0	0
106480378	0	0	0	0
106480379	0	0	0	0
106480380	0	0	0	0
106480381	0	0	0	0
106480382	0	1	0	1
106480383	0	0	0	0
106480384	0	0	0	1
106480385	0	0	0	0
106480386	0	0	0	0
106480387	0	0	0	0
106480388	0	0	0	0
106480389	0	0	0	0
106480390	0	0	0	0
106480391	0	0	0	0
106480392	0	0	0	0
106480393	0	0	1	0
106480394	0	0	0	1
106480395	0	0	0	0
106480396	0	0	1	1
106480397	0	1	0	0
106480398	0	0	0	0
106480399	0	0	0	0
106480400	0	0	0	0
106480401	0	0	0	0
106480402	0	0	0	0
106480403	0	0	0	0
106480404	0	0	0	0
106480405	0	0	0	0
106480406	0	0	0	0
106480407	0	0	0	0
106480408	0	0	0	0
106480409	1	2	4	2
106480410	0	0	0	1
106480411	0	0	0	0
106480412	0	0	0	0
106480413	0	0	0	0
106480414	0	0	0	0
106480415	4	2	2	1
106480416	0	0	0	0
106480417	0	0	0	0
106480418	6	3	1	3
106480419	0	0	0	0
106480420	0	0	0	0
106480421	0	0	0	0
106480422	0	0	0	0
106480423	0	0	0	0
106480424	0	0	0	0
106480425	0	0	0	0
106480426	0	0	0	0
106480427	1	2	0	2
106480428	0	0	0	0
106480429	31	23	2	1
106480430	0	0	0	0
106480432	48	17	8	27
106480433	0	0	0	0
106480434	0	0	0	0
106480435	1	0	0	1
106480436	0	0	0	0
106480437	0	0	0	0
106480438	0	0	0	0
106480439	0	0	0	0
106480440	0	0	0	1
106480441	0	0	0	0
106480442	3	0	0	2
106480443	2	1	0	0
106480444	0	0	0	0
106480445	0	0	0	0
106480446	1	0	0	0
106480447	0	0	0	0
106480448	0	0	0	0
106480449	0	0	0	0
106480450	0	0	0	0
106480451	0	0	0	0
106480452	0	0	0	0
106480453	0	1	1	1
106480454	0	0	0	0
106480455	0	0	0	0
106480456	0	0	0	0
106480457	1	0	1	0
106480458	0	0	0	0
106480459	0	0	0	0
106480460	0	0	0	0
106480461	0	0	1	1
106480462	0	0	0	0
106480463	7	3	8	8
106480464	0	0	0	0
106480465	0	0	0	0
106480466	0	0	1	1
106480467	0	0	0	0
106480468	0	0	0	0
106480469	0	0	0	0
106480470	0	0	0	0
106480471	0	0	0	0
106480472	0	0	0	0
106480473	1	0	1	0
106480474	0	0	0	0
106480475	0	0	0	0
106480476	0	0	0	0
106480477	0	0	0	0
106480478	0	0	0	0
106480479	0	0	0	0
106480480	0	0	0	0
106480481	0	0	0	0
106480482	10	11	9	5
106480483	2	4	0	0
106480484	1	0	0	1
106480485	0	0	0	0
106480486	0	0	0	0
106480487	0	0	1	0
106480488	0	0	0	0
106480489	4	3	1	4
106480490	1	2	1	1
106480491	0	0	0	0
106480492	2	4	0	3
106480493	0	0	0	0
106480494	0	0	0	0
106480495	0	0	0	0
106480496	0	0	0	0
106480497	0	0	0	0
106480498	0	0	0	0
106480499	0	27	0	0
106480500	0	0	0	1
106480501	0	0	0	0
106480502	0	0	0	0
106480503	0	0	0	2
106480504	4	4	0	1
106480505	0	0	0	0
106480506	0	0	0	0
106480507	0	0	0	0
106480508	0	0	0	0
106480509	1	0	0	0
106480510	0	0	0	0
106480511	0	0	0	0
106480512	0	0	0	0
106480513	1	0	2	0
106480514	1	0	0	0
106480515	0	0	0	0
106480516	0	2	0	1
106480517	0	0	0	0
106480518	0	0	0	0
106480519	0	0	0	0
106480520	0	0	0	0
106480521	4	10	4	4
106480522	0	0	0	1
106480523	0	0	0	0
106480524	0	0	0	0
106480525	0	0	0	0
106480526	0	0	0	1
106480527	0	0	0	0
106480528	0	0	0	0
106480529	0	1	0	3
106480530	0	0	0	0
106480531	0	1	1	1
106480532	1	0	0	0
106480533	1	1	0	6
106480534	1	0	0	0
106480535	0	0	0	0
106480536	0	0	0	0
106480537	1	3	0	4
106480538	0	0	0	0
106480539	0	0	0	0
106480540	0	0	0	0
106480541	1	1	0	0
106480542	0	0	0	0
106480543	0	0	0	0
106480544	0	0	0	0
106480545	0	0	0	0
106480546	0	0	0	0
106480547	0	0	0	0
106480548	0	0	0	0
106480549	0	0	0	0
106480550	0	0	0	0
106480551	0	1	0	0
106480552	0	0	0	0
106480553	0	0	0	0
106480554	0	0	0	0
106480555	0	1	0	0
106480556	0	0	0	1
106480557	0	0	0	0
106480558	0	0	0	0
106480559	2	1	0	2
106480560	0	0	0	0
106480561	0	0	0	0
106480562	0	0	1	0
106480563	0	0	0	0
106480564	0	0	0	0
106480565	0	0	0	0
106480566	0	0	0	0
106480567	0	0	0	0
106480568	0	0	0	0
106480569	0	0	0	0
106480570	0	0	0	0
106480571	0	0	0	0
106480572	0	0	0	0
106480573	0	0	1	0
106480574	0	0	0	0
106480575	0	0	0	0
106480576	0	0	0	0
106480577	0	0	0	0
106480578	0	0	0	12
106480579	0	0	0	0
106480580	0	0	0	0
106480581	0	0	0	0
106480582	0	0	0	0
106480583	0	0	0	0
106480584	0	0	0	0
106480585	0	0	0	0
106480586	0	1	0	0
106480587	0	0	0	0
106480588	0	0	1	0
106480589	2	1	1	0
106480590	0	0	0	0
106480591	0	0	0	0
106480592	0	0	0	0
106480593	0	0	0	0
106480594	0	0	0	0
106480595	0	0	0	0
106480596	0	0	0	0
106480597	0	0	0	0
106480598	0	0	0	1
106480599	0	0	0	0
106480600	0	0	0	0
106480601	0	0	1	0
106480602	0	0	0	0
106480603	0	0	0	0
106480604	0	0	0	0
106480605	0	0	0	0
106480606	0	0	0	0
106480607	0	2	0	0
106480608	0	0	0	0
106480609	0	0	0	0
106480610	0	0	0	0
106480611	0	0	0	0
106480612	1	2	2	0
106480613	0	0	0	0
106480614	0	0	0	0
106480615	0	0	0	0
106480616	0	0	0	0
106480617	0	0	0	0
106480618	1	1	0	1
106480619	0	0	0	0
106480620	0	0	0	0
106480621	0	0	0	0
106480622	3	3	0	2
106480623	0	0	0	0
106480624	1	0	0	0
106480625	0	0	0	0
106480626	0	0	0	0
106480627	0	0	0	0
106480628	0	0	0	0
106480629	0	0	0	0
106480630	10	5	6	13
106480631	0	0	0	0
106480632	0	0	0	0
106480633	0	0	0	0
106480634	0	0	0	0
106480635	0	0	0	0
106480636	0	0	0	0
106480637	0	0	0	0
106480638	0	0	0	0
106480639	0	0	0	0
106480640	0	0	0	0
106480641	0	0	0	0
106480642	0	0	0	0
106480643	1	2	0	1
106480644	1	0	1	1
106480645	0	0	0	1
106480646	1	0	0	6
106480647	1	0	0	0
106480648	0	0	0	0
106480649	0	0	0	1
106480650	0	0	0	0
106480651	0	0	0	0
106480652	0	0	0	0
106480653	0	0	0	0
106480654	0	0	0	0
106480655	1	0	1	2
106480656	0	0	0	0
106480657	0	0	0	0
106480658	0	0	0	0
106480659	0	0	0	0
106480660	0	0	0	0
106480661	0	0	0	0
106480662	0	1	0	0
106480663	0	0	0	0
106480664	2	0	0	0
106480665	0	0	0	0
106480666	0	0	0	0
106480667	0	0	0	0
106480668	0	0	0	0
106480669	0	0	0	0
106480670	0	1	0	0
106480671	0	0	0	0
106480672	0	0	0	0
106480673	0	0	0	0
106480674	0	1	0	1
106480675	0	1	1	2
106480676	2	3	0	3
106480677	0	0	0	0
106480678	0	0	0	0
106480679	0	0	0	0
106480680	0	0	0	0
106480681	0	0	0	0
106480682	0	0	0	0
106480683	0	0	0	0
106480684	0	0	0	0
106480685	0	0	0	0
106480686	4	20	0	6
106480687	0	0	0	0
106480688	1	1	0	0
106480689	0	0	0	0
106480690	3	0	2	2
106480691	0	0	0	0
106480692	0	0	0	0
106480693	0	0	0	0
106480694	0	0	0	0
106480695	4	2	1	3
106480696	0	0	0	0
106480697	0	0	0	0
106480698	0	0	0	0
106480699	0	0	0	0
106480700	0	0	0	0
106480701	0	0	0	0
106480702	0	0	0	0
106480703	0	0	0	0
106480704	0	0	0	0
106480705	0	0	0	0
106480706	0	0	0	0
106480707	0	0	0	0
106480708	0	0	0	2
106480709	0	0	0	0
106480710	1	0	0	0
106480711	0	0	0	0
106480712	0	0	0	0
106480713	0	0	0	0
106480714	0	0	0	0
106480715	0	0	0	0
106480716	0	0	0	0
106480717	0	0	0	0
106480718	0	0	0	0
106480719	0	0	0	0
106480720	0	0	0	0
106480721	0	0	0	0
106480722	0	0	0	0
106480723	0	0	0	0
106480724	0	0	0	0
106480725	0	0	0	0
106480726	0	0	0	0
106480727	0	0	0	0
106480728	0	0	0	0
106480729	0	0	0	0
106480730	0	0	0	0
106480731	0	0	0	0
106480732	0	0	0	1
106480733	0	0	0	0
106480734	0	0	0	0
106480735	0	1	2	4
106480736	11	35	11	9
106480737	0	1	1	0
106480738	1	3	0	0
106480739	12	10	10	19
106480740	1	7	1	5
106480741	9	11	7	12
106480742	1	0	0	0
106480743	0	3	1	0
106480744	0	0	0	0
106480745	0	0	0	0
106480746	1	0	0	0
106480747	0	0	0	0
106480748	0	0	0	0
106480749	0	0	0	0
106480750	0	1	0	0
106480751	0	0	0	0
106480752	1	0	0	3
106480753	0	0	0	0
106480754	0	0	0	0
106480755	0	0	0	0
106480756	0	0	0	0
106480757	0	0	0	0
106480758	0	0	0	0
106480759	0	0	0	3
106480760	0	0	0	0
106480761	0	0	0	1
106480762	0	1	0	1
106480763	0	0	0	0
106480764	0	0	0	0
106480765	0	0	0	0
106480766	0	0	0	0
106480767	0	2	0	1
106480768	0	0	0	0
106480769	0	0	0	0
106480770	0	0	0	0
106480771	0	0	0	0
106480772	0	0	0	0
106480773	1	0	0	0
106480774	1	0	0	0
106480775	0	0	0	0
106480776	0	0	0	0
106480777	0	0	0	0
106480778	3	1	0	0
106480779	0	0	0	0
106480780	0	0	0	0
106480781	1	0	0	0
106480782	1	1	1	3
106480783	0	0	0	0
106480784	0	0	0	0
106480785	0	0	0	0
106480786	0	0	0	0
106480787	0	0	0	0
106480788	0	4	1	0
106480789	0	0	2	7
106480790	0	0	0	0
106480791	0	0	0	0
106480792	0	0	0	0
106480793	0	0	0	0
106480794	0	0	0	0
106480795	14	14	13	11
106480796	40711	37936	68288	45941
106480797	0	0	0	0
106480798	0	0	0	0
106480799	0	0	0	0
106480800	1	0	0	0
106480801	0	0	0	0
106480802	0	0	1	0
106480803	0	0	0	0
106480804	3	0	0	2
106480805	0	0	0	0
106480806	4	7	2	6
106480807	0	0	0	0
106480808	0	0	0	0
106480809	1	0	0	1
106480810	0	0	0	0
106480811	0	0	0	0
106480812	0	0	0	0
106480813	0	0	0	0
106480814	0	0	0	0
106480815	1	0	0	0
106480816	0	0	0	0
106480817	0	0	0	0
106480818	0	0	0	0
106480819	0	1	0	0
106480820	0	0	0	0
106480821	0	0	0	0
106480822	0	0	0	0
106480823	0	0	0	0
106480824	0	2	0	0
106480825	0	0	0	0
106480826	0	0	0	0
106480827	0	0	0	0
106480828	0	0	0	1
106480829	0	0	0	0
106480830	0	0	0	0
106480831	0	0	0	0
106480832	0	0	0	0
106480833	0	0	0	0
106480834	0	0	0	0
106480835	0	0	0	0
106480836	0	0	0	0
106480837	20	4	7	6
106480838	0	0	0	0
106480839	0	0	0	0
106480840	0	0	0	0
106480841	0	0	0	0
106480842	0	0	0	0
106480843	0	0	0	0
106480844	0	0	0	0
106480845	0	0	0	1
106480846	0	0	0	0
106480847	0	0	0	0
106480848	0	0	0	0
106480849	0	0	0	0
106480850	0	0	0	0
106480851	0	0	0	0
106480852	0	0	0	0
106480853	0	0	0	0
106480854	0	0	0	0
106480855	0	0	0	0
106480856	0	0	0	0
106480857	0	0	0	0
106480858	0	0	0	0
106480859	0	0	0	0
106480860	0	0	0	0
106480861	0	0	0	0
106480862	0	0	0	1
106480863	0	0	0	0
106480864	0	0	0	0
106480865	0	0	0	0
106480866	0	0	0	0
106480867	0	0	0	0
106480868	0	0	0	0
106480869	4	3	1	9
106480870	0	0	0	0
106480871	1	0	0	0
106480872	0	0	0	0
106480873	0	0	0	0
106480874	0	0	0	0
106480875	0	0	0	0
106480876	0	0	0	0
106480877	0	0	0	0
106480878	0	0	0	0
106480879	0	0	0	0
106480880	6	3	3	6
106480881	0	0	0	0
106480882	0	0	0	0
106480883	0	0	0	0
106480884	0	0	0	0
106480885	0	0	0	0
106480886	0	0	0	0
106480887	0	0	0	0
106480888	0	2	0	2
106480889	0	0	0	0
106480890	0	0	0	0
106480891	0	0	0	0
106480892	0	0	0	0
106480893	0	0	0	0
106480894	0	0	0	0
106480895	0	0	0	0
106480896	1	4	0	0
106480897	0	0	0	0
106480898	0	0	0	0
106480899	0	0	0	0
106480900	0	0	0	0
106480901	0	0	0	0
106480902	0	0	0	0
106480903	0	0	0	0
106480904	0	0	0	0
106480905	0	0	0	0
106480906	0	0	0	0
106480907	3	19	1	12
106480908	0	0	0	0
106480909	0	0	0	0
106480910	3	2	0	1
106480911	0	0	0	0
106480912	0	0	0	0
106480913	0	0	0	0
106480914	0	0	0	0
106480915	1	0	2	2
106480916	5	3	1	10
106480917	0	0	0	0
106480918	0	0	0	0
106480919	0	0	0	0
106480920	0	0	0	0
106480921	11	2	1	3
106480922	0	0	0	0
106480923	0	0	0	0
106480924	0	0	0	0
106480925	1	0	0	1
106480926	2	0	0	1
106480927	0	0	0	0
106480928	0	0	0	0
106480929	13	0	5	5
106480930	6	6	4	5
106480931	0	0	0	0
106480932	0	0	0	0
106480933	0	0	0	0
106480934	1	0	0	0
106480935	7	1	4	1
106480936	0	0	0	0
106480937	0	0	0	0
106480938	0	0	0	0
106480939	0	0	0	0
106480940	0	0	0	0
106480941	0	0	0	0
106480942	0	0	0	0
106480943	0	0	0	0
106480944	0	0	0	0
106480945	0	0	0	0
106480946	0	0	0	0
106480947	0	0	1	1
106480948	0	0	0	0
106480949	0	0	0	0
106480950	0	0	0	0
106480951	3	2	1	1
106480952	1	2	1	3
106480953	0	0	0	0
106480954	0	0	1	0
106480955	0	0	0	0
106480956	0	0	0	0
106480957	0	0	0	0
106480958	0	0	0	0
106480959	0	0	0	3
106480960	0	0	0	0
106480961	0	1	0	0
106480962	0	0	0	0
106480963	0	0	0	0
106480964	0	0	0	0
106480965	0	0	0	0
106480966	0	0	0	0
106480967	0	0	1	0
106480968	0	0	0	0
106480969	0	0	0	0
106480970	1	3	0	2
106480971	0	0	0	0
106480972	0	0	0	0
106480973	0	2	2	0
106480974	2	1	3	2
106480975	0	1	0	1
106480976	0	1	0	0
106480977	0	0	0	3
106480978	2	14	5	5
106480979	0	1	0	1
106480980	0	0	0	0
106480981	0	0	0	0
106480982	0	7	1	0
106480983	0	0	0	0
106480984	0	0	0	0
106480985	0	0	0	0
106480986	1	2	0	0
106480987	0	0	0	0
106480988	1	0	0	0
106480989	0	0	0	3
106480990	0	1	0	0
106480991	0	0	0	0
106480992	0	0	0	0
106480993	2	1	2	4
106480994	0	0	0	0
106480995	0	0	0	0
106480996	9	11	0	18
106480997	0	0	0	0
106480998	0	1	0	0
106480999	0	0	0	0
106481000	0	0	0	0
106481001	0	0	0	0
106481002	0	0	0	0
106481003	0	0	0	0
106481004	0	0	0	0
106481005	0	0	0	0
106481006	0	0	0	3
106481007	0	0	0	0
106481008	0	0	0	0
106481009	0	0	0	0
106481010	0	0	0	0
106481011	0	0	0	0
106481012	0	0	0	0
106481013	0	0	0	1
106481014	5	7	11	9
106481015	0	0	0	0
106481016	0	0	0	0
106481017	0	0	0	0
106481018	0	0	0	0
106481019	0	0	0	0
106481020	0	0	0	1
106481021	0	0	0	0
106481022	0	0	0	0
106481023	0	0	0	0
106481024	0	0	2	0
106481025	0	0	0	2
106481026	0	0	0	0
106481027	0	0	1	2
106481028	0	0	0	0
106481029	0	0	0	0
106481030	0	0	1	0
106481031	1	1	0	1
106481032	0	0	0	0
106481033	0	0	0	0
106481034	3	0	2	4
106481035	0	0	0	0
106481036	0	0	0	0
106481037	0	0	0	0
106481038	0	0	0	0
106481040	1	0	0	1
106481041	0	0	0	0
106481042	0	0	0	0
106481043	0	0	0	1
106481044	0	0	0	0
106481045	6	1	0	1
106481046	0	0	0	0
106481047	0	0	0	0
106481048	0	0	0	1
106481049	0	1	0	0
106481050	0	0	0	0
106481051	0	0	0	0
106481052	0	0	0	0
106481053	0	0	0	0
106481054	20	13	6	10
106481055	2	0	2	4
106481056	0	0	0	0
106481057	2	0	0	1
106481058	0	0	0	0
106481059	0	0	0	0
106481060	1	0	0	1
106481061	0	0	0	0
106481062	1	0	0	0
106481063	0	0	0	2
106481064	1	0	0	1
106481065	0	0	1	0
106481066	0	0	0	0
106481067	0	0	0	0
106481068	0	0	0	0
106481069	26	14	2	13
106481070	0	1	0	0
106481071	0	0	0	1
106481072	2	0	0	0
106481073	0	1	0	0
106481074	1	2	0	4
106481075	0	0	0	0
106481076	0	0	0	0
106481077	2	1	0	0
106481078	0	0	0	0
106481079	4	7	1	6
106481080	0	0	0	0
106481081	0	0	0	0
106481082	0	1	0	0
106481083	0	0	0	0
106481084	0	0	0	0
106481085	0	0	0	0
106481086	1	1	2	3
106481087	1	1	0	0
106481088	0	0	0	0
106481089	0	1	0	2
106481090	1	0	0	0
106481091	2	6	4	10
106481092	0	2	0	0
106481093	0	0	0	1
106481094	0	0	0	0
106481095	0	0	0	0
106481096	0	0	0	0
106481097	0	0	0	0
106481098	0	0	0	0
106481099	1	0	0	0
106481100	0	0	0	0
106481101	0	0	0	0
106481102	0	0	0	1
106481103	22	6	8	2
106481104	0	0	0	0
106481105	0	0	0	0
106481106	0	0	0	0
106481107	0	0	0	0
106481108	0	0	0	1
106481109	0	0	0	0
106481110	0	0	0	0
106481111	13	32	11	9
106481112	0	0	0	0
106481113	0	1	0	1
106481114	0	0	0	0
106481115	6	4	3	0
106481116	0	0	0	1
106481117	0	0	0	0
106481118	0	0	0	0
106481119	0	0	0	0
106481120	0	0	0	0
106481121	0	0	0	0
106481122	4	0	0	1
106481123	0	0	0	0
106481124	0	0	0	0
106481125	5	0	0	1
106481126	0	0	0	1
106481127	3	3	1	3
106481128	0	0	0	0
106481129	0	1	0	0
106481130	0	0	0	0
106481131	4	1	0	2
106481132	0	1	0	0
106481133	0	0	0	0
106481134	0	0	0	0
106481135	0	0	0	0
106481136	0	0	0	0
106481137	0	0	0	0
106481138	0	0	0	0
106481139	0	1	0	1
106481140	0	0	0	0
106481141	0	0	0	0
106481142	0	0	0	0
106481143	0	0	0	0
106481144	0	0	0	0
106481145	0	1	0	0
106481146	0	0	0	0
106481147	0	1	0	0
106481148	35	25	10	17
106481149	0	1	0	0
106481150	0	0	0	0
106481151	0	0	0	0
106481152	0	0	0	0
106481153	0	0	0	0
106481154	1	0	0	0
106481155	0	0	0	0
106481156	0	0	0	0
106481157	0	0	0	0
106481158	0	0	0	0
106481159	0	0	0	0
106481160	0	0	0	1
106481161	0	0	2	0
106481162	0	0	0	0
106481163	0	1	0	3
106481164	0	0	0	0
106481165	0	0	0	0
106481166	0	0	0	0
106481167	1	0	0	1
106481168	0	0	0	0
106481169	0	0	0	0
106481170	0	0	0	0
106481171	1	9	3	2
106481172	0	2	0	1
106481173	0	0	0	0
106481174	0	0	0	0
106481175	0	0	0	0
106481176	2	0	0	0
106481177	0	0	0	0
106481178	1	2	1	1
106481179	0	0	0	0
106481180	0	0	0	0
106481181	1	0	0	0
106481182	0	0	0	0
106481183	0	0	0	0
106481184	0	0	0	0
106481185	0	0	0	0
106481186	0	0	0	0
106481187	0	0	0	0
106481188	3	0	2	5
106481189	0	0	0	0
106481190	0	0	0	0
106481191	0	0	0	0
106481192	0	0	0	0
106481193	0	0	0	0
106481194	0	0	0	0
106481195	0	2	0	0
106481196	0	0	0	0
106481197	0	0	0	0
106481198	6	4	2	2
106481199	1	0	0	0
106481200	2	2	3	2
106481201	0	0	1	0
106481202	0	0	0	0
106481203	0	0	0	0
106481204	0	0	0	0
106481205	0	0	0	0
106481206	3	8	2	2
106481208	2	0	2	1
106481209	0	0	0	0
106481210	0	0	0	0
106481211	0	0	0	0
106481212	0	0	0	0
106481213	0	0	0	0
106481214	0	0	0	0
106481215	0	0	0	0
106481217	0	0	0	0
106481218	1	0	3	4
106481219	1	0	0	0
106481220	7	2	1	4
106481221	3	8	10	2
106481222	0	0	0	0
106481223	0	0	0	0
106481224	1	0	0	0
106481225	0	0	0	0
106481226	0	0	0	0
106481227	0	0	0	0
106481228	0	0	0	0
106481229	0	0	0	0
106481230	0	0	0	0
106481231	0	0	0	0
106481232	0	0	0	0
106481233	0	0	0	0
106481234	0	0	0	0
106481235	0	0	0	0
106481236	1	2	1	1
106481237	0	0	0	0
106481238	1	0	1	0
106481239	0	0	0	0
106481240	0	0	0	0
106481241	0	1	0	2
106481242	0	0	0	0
106481243	0	0	0	0
106481244	1	1	1	1
106481245	0	0	0	0
106481246	0	0	0	0
106481247	0	0	0	0
106481248	0	0	0	0
106481249	0	0	0	0
106481250	0	0	0	0
106481251	0	0	0	0
106481252	0	0	0	0
106481253	0	0	0	0
106481254	1	0	1	1
106481255	0	0	0	0
106481256	0	0	0	0
106481257	2	0	0	0
106481258	0	0	0	0
106481259	0	0	0	0
106481260	0	0	0	0
106481261	1	0	1	1
106481262	0	0	0	1
106481263	1	0	0	0
106481264	0	0	0	0
106481265	0	0	0	0
106481266	0	0	0	0
106481267	0	0	0	0
106481268	0	0	0	0
106481269	0	0	0	0
106481270	0	0	0	0
106481271	0	0	0	0
106481272	0	0	0	0
106481273	0	1	1	2
106481274	0	0	0	0
106481275	0	0	0	0
106481276	1	2	0	1
106481277	0	0	0	0
106481278	0	0	0	0
106481279	0	1	1	0
106481280	0	0	0	0
106481281	2	0	0	0
106481282	0	0	0	0
106481283	0	0	0	0
106481284	0	0	0	0
106481285	0	0	0	0
106481286	0	0	0	0
106481287	4	3	1	0
106481288	0	0	0	0
106481289	0	0	0	0
106481290	0	0	0	0
106481291	0	0	0	0
106481292	0	0	0	0
106481293	0	0	0	0
106481294	0	0	0	0
106481295	0	0	0	0
106481296	0	0	0	0
106481297	0	0	0	0
106481298	0	0	0	0
106481299	0	0	0	0
106481300	0	0	0	0
106481301	0	0	0	0
106481302	0	0	0	0
106481303	0	0	0	1
106481304	0	0	0	0
106481305	1	0	0	1
106481306	0	0	0	0
106481307	0	0	0	0
106481308	0	0	0	0
106481309	2	5	0	1
106481310	5	25	4	5
106481311	0	0	0	0
106481312	0	0	0	0
106481314	3	4	2	1
106481315	0	0	0	0
106481316	0	0	0	0
106481317	0	0	0	0
106481319	0	0	0	0
106481320	0	0	0	0
106481321	1	3	1	0
106481322	0	0	0	0
106481323	0	0	0	0
106481324	0	0	0	0
106481325	0	0	0	0
106481326	0	0	0	0
106481327	0	0	0	0
106481328	0	0	0	0
106481329	0	0	0	0
106481330	0	0	0	0
106481331	1	0	1	0
106481332	0	0	0	0
106481333	5	1	0	1
106481334	0	0	0	0
106481335	0	0	0	0
106481336	0	0	0	0
106481337	0	0	0	0
106481338	0	0	0	0
106481339	0	0	0	0
106481340	1	0	0	0
106481341	0	0	0	0
106481342	6	1	1	6
106481343	0	0	0	0
106481344	0	0	0	0
106481345	1	0	0	0
106481346	0	0	0	0
106481347	0	0	0	0
106481348	6	5	3	5
106481349	0	0	0	0
106481350	0	0	0	0
106481351	1	0	0	0
106481352	0	0	0	0
106481353	0	0	0	0
106481354	1	1	0	3
106481355	0	0	0	0
106481356	0	0	0	0
106481357	0	0	0	0
106481358	0	2	0	0
106481359	0	0	0	0
106481360	0	0	0	0
106481361	0	0	0	0
106481362	0	0	0	0
106481363	0	0	0	0
106481364	0	0	0	0
106481365	0	0	0	0
106481366	0	0	0	0
106481367	0	0	0	0
106481368	0	0	0	0
106481369	0	0	0	0
106481370	0	0	0	0
106481371	0	0	0	0
106481372	0	0	0	0
106481373	0	1	0	0
106481374	0	0	0	0
106481375	0	0	0	0
106481376	0	0	1	0
106481377	0	0	0	0
106481378	2	1	0	4
106481379	0	0	0	0
106481380	0	0	0	0
106481381	0	0	0	0
106481382	0	0	0	0
106481383	1	1	1	1
106481384	0	0	0	0
106481385	0	0	0	1
106481386	0	0	0	1
106481387	0	0	0	0
106481388	5	4	3	5
106481389	0	0	0	0
106481390	0	0	0	0
106481391	0	0	0	0
106481392	0	0	0	0
106481393	0	2	0	0
106481394	0	0	0	0
106481395	1	0	0	1
106481396	0	0	0	0
106481397	0	0	0	0
106481398	0	0	0	0
106481399	0	0	0	0
106481400	1	3	1	1
106481401	0	0	0	0
106481402	0	0	0	0
106481403	1	0	0	1
106481404	0	0	0	0
106481405	0	0	0	0
106481406	0	0	0	0
106481407	9	8	12	10
106481408	0	0	0	0
106481409	0	0	0	0
106481410	0	0	2	0
106481411	0	0	0	2
106481412	0	0	0	0
106481413	0	0	0	0
106481414	0	1	1	0
106481415	0	0	0	0
106481416	0	0	0	2
106481417	0	0	0	0
106481418	0	0	0	0
106481419	1	1	0	0
106481420	0	0	0	0
106481421	0	0	0	0
106481422	0	0	0	1
106481423	0	0	0	0
106481425	1	0	0	0
106481426	0	0	0	0
106481427	0	0	0	3
106481428	0	0	0	1
106481429	0	0	2	1
106481430	1	0	0	5
106481431	0	0	0	0
106481432	0	0	0	0
106481433	0	0	0	0
106481434	0	0	0	0
106481435	0	0	0	0
106481436	0	0	0	0
106481437	0	0	0	0
106481438	0	0	0	0
106481439	0	0	0	0
106481440	0	0	0	0
106481441	0	0	0	0
106481442	0	0	0	0
106481443	0	0	0	0
106481444	5	1	6	0
106481445	0	0	0	0
106481446	0	0	0	0
106481447	0	0	0	0
106481448	0	0	0	0
106481449	0	0	0	0
106481450	0	0	0	0
106481451	4	2	2	1
106481452	0	0	0	0
106481453	0	1	1	0
106481454	0	0	0	0
106481455	0	0	0	0
106481456	0	0	0	2
106481457	2	7	1	2
106481458	0	0	0	0
106481459	0	0	0	0
106481460	0	1	0	0
106481461	0	0	0	0
106481462	0	0	0	0
106481463	0	0	0	0
106481464	0	0	0	0
106481465	0	0	0	0
106481466	0	0	0	0
106481467	0	0	0	0
106481468	0	0	0	0
106481469	0	0	0	0
106481470	1	0	2	0
106481471	0	0	0	0
106481472	0	0	0	0
106481473	0	0	0	0
106481474	0	0	0	0
106481475	0	0	0	2
106481476	0	0	0	0
106481477	0	0	0	6
106481478	0	0	0	0
106481479	1	0	0	0
106481480	0	0	0	0
106481481	0	0	0	0
106481482	0	0	0	0
106481483	0	0	0	0
106481484	0	0	0	0
106481485	0	0	0	0
106481486	0	0	0	0
106481487	0	0	0	0
106481488	0	0	0	0
106481489	0	0	0	0
106481490	0	0	0	0
106481491	0	0	0	0
106481492	0	0	0	0
106481493	0	0	0	0
106481494	0	0	0	0
106481495	0	0	0	0
106481496	0	0	0	0
106481497	2	0	0	2
106481498	0	0	2	0
106481499	0	0	0	0
106481500	0	0	0	0
106481501	0	0	0	0
106481502	0	0	0	0
106481503	0	0	0	0
106481504	1	3	3	3
