GENE	104307-001-001R	104307-001-072	104307-001-040	104307-001-081	104307-001-033	104307-001-049	104307-001-089	104307-001-009	104307-001-065	104307-001-017	104307-001-025	104307-001-057
ENSG00000154144.12	944	770	553	843	502	496	852	1175	568	834	904	314
ENSG00000154146.12	122	28	60	78	143	18	20	207	81	97	281	21
ENSG00000154153.13	3191	246	996	1158	736	852	808	1359	244	1007	658	331
ENSG00000154162.14	42	0	2	6	0	78	2	12	7	9	4	24
ENSG00000154165.4	0	0	0	0	1	0	0	0	5	0	0	0
ENSG00000154174.7	692	1257	1244	631	991	978	917	694	989	1140	953	1001
ENSG00000154175.16	115	131	422	161	599	32	18	327	317	254	558	45
ENSG00000154188.9	98	13	148	49	202	8	10	112	64	94	41	2
ENSG00000154198.14	2	0	0	14	0	14	0	0	1	0	0	6
ENSG00000154217.14	1227	1791	1607	821	937	2179	430	3218	710	1015	2875	1245
ENSG00000154222.14	806	479	530	533	555	166	482	642	454	603	636	129
ENSG00000154227.13	10	0	0	3	0	31	0	0	0	0	26	1
ENSG00000154229.11	1499	579	923	1210	1163	957	806	1271	944	1173	953	519
ENSG00000154237.12	325	346	227	127	307	44	77	266	185	172	446	23
ENSG00000154240.16	325	68	176	200	394	172	96	417	126	278	261	125
ENSG00000154252.11	13	0	5	13	0	2	0	0	0	0	10	13
ENSG00000154258.16	892	71	352	571	403	94	592	786	414	716	121	49
ENSG00000154262.12	1535	568	1429	2696	1272	789	1259	1013	1130	1811	476	766
ENSG00000154263.17	394	32	165	368	276	43	224	155	289	395	75	33
ENSG00000154265.15	1325	500	422	1110	562	425	943	401	671	1461	363	398
ENSG00000154269.14	16	12	37	30	51	70	28	27	13	24	53	36
ENSG00000154274.14	407	1168	977	1419	926	1623	1796	720	1160	952	810	996
ENSG00000154277.12	218	23	49	0	48	8	5	201	28	113	114	0
ENSG00000154305.16	1292	1529	2123	1177	1536	1144	845	937	1462	1628	1425	1172
ENSG00000154309.8	129	93	88	76	105	56	37	72	107	122	51	50
ENSG00000154310.16	268	265	583	325	415	237	112	441	294	441	509	150
ENSG00000154316.16	6	0	7	11	0	9	0	0	7	2	0	3
ENSG00000154319.15	56	34	73	28	68	8	11	120	17	61	134	1
ENSG00000154328.15	123	211	154	254	217	94	150	234	207	187	136	73
ENSG00000154330.12	117	11	78	116	192	67	17	464	101	85	92	39
ENSG00000154342.5	0	0	0	0	0	2	0	0	0	0	0	1
ENSG00000154358.20	193	110	442	211	472	60	39	439	282	225	734	49
ENSG00000154359.12	195	336	709	241	503	405	289	521	469	335	249	237
ENSG00000154370.15	364	573	309	221	339	448	543	629	223	314	687	620
ENSG00000154380.17	501	812	2303	481	1316	404	527	1410	621	836	1721	562
ENSG00000154415.7	19	0	0	0	0	6	0	0	0	1	3	0
ENSG00000154429.10	51	7	69	29	140	17	21	77	48	52	57	28
ENSG00000154438.7	6	3	0	0	5	5	0	0	0	0	0	0
ENSG00000154447.14	375	328	942	471	722	306	254	680	567	599	721	223
ENSG00000154451.14	96	295	211	48	191	66	42	296	146	122	441	35
ENSG00000154473.17	499	506	636	438	645	367	534	551	445	658	977	433
ENSG00000154478.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154479.12	115	34	91	65	109	15	11	45	97	102	25	1
ENSG00000154485.4	0	0	2	0	7	3	11	0	5	10	0	0
ENSG00000154493.18	39	0	11	18	96	33	0	16	17	25	0	13
ENSG00000154511.11	460	205	334	344	378	265	340	315	362	442	292	206
ENSG00000154518.9	1258	1778	1880	1606	1545	1715	1953	1223	1949	2090	1634	1705
ENSG00000154529.14	307	187	113	109	131	64	21	205	72	276	144	30
ENSG00000154537.4	0	4	1	0	0	0	0	42	1	0	4	0
ENSG00000154545.16	0	0	0	0	0	0	0	0	0	1	1	0
ENSG00000154548.8	6	21	79	3	32	22	14	53	21	34	101	12
ENSG00000154553.14	695	134	947	215	854	87	18	1241	599	592	870	46
ENSG00000154556.18	5180	597	2854	3672	3847	571	1266	3591	3021	5284	1055	255
ENSG00000154582.16	547	740	1000	356	546	785	732	1444	433	450	950	924
ENSG00000154589.6	180	19	54	43	13	36	34	91	86	134	83	35
ENSG00000154608.14	0	0	7	0	0	3	0	1	3	3	2	4
ENSG00000154611.14	0	0	0	0	0	2	0	0	4	0	0	0
ENSG00000154620.5	0	4	2	17	0	2	3	16	13	21	3	5
ENSG00000154639.18	552	342	932	492	859	739	327	750	869	994	695	692
ENSG00000154640.14	131	288	687	86	279	129	90	716	190	223	619	182
ENSG00000154642.10	18	26	78	19	29	65	22	142	42	47	88	88
ENSG00000154645.13	67	11	18	19	19	33	0	8	13	15	0	3
ENSG00000154646.8	5	0	0	0	0	9	0	5	0	1	0	3
ENSG00000154654.14	188	4	31	32	23	92	26	115	36	88	61	94
ENSG00000154655.15	1348	756	574	846	757	958	628	854	939	1539	442	446
ENSG00000154678.16	43	12	20	45	38	68	0	34	3	36	48	28
ENSG00000154710.17	0	3	2	0	0	0	0	16	0	0	0	0
ENSG00000154719.13	220	235	288	274	275	148	217	277	219	257	170	77
ENSG00000154721.14	219	33	121	69	362	23	28	524	135	176	300	19
ENSG00000154723.12	1432	656	675	887	739	892	1517	1039	954	982	596	1042
ENSG00000154727.10	224	398	535	222	378	176	233	235	305	368	249	228
ENSG00000154734.14	5378	2892	10241	1222	12222	1417	565	14223	4417	3828	10966	994
ENSG00000154736.5	71	137	111	28	278	16	67	220	62	119	229	20
ENSG00000154743.17	189	233	79	170	187	55	97	82	120	155	135	27
ENSG00000154760.13	157	91	154	127	306	18	74	205	350	204	173	19
ENSG00000154764.5	2	22	12	7	78	16	0	22	29	11	77	23
ENSG00000154767.14	1039	548	568	885	872	264	764	703	628	1274	751	87
ENSG00000154781.15	532	405	189	299	254	308	363	231	253	358	480	263
ENSG00000154783.11	401	204	385	164	602	65	88	847	259	268	819	60
ENSG00000154803.12	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154813.9	225	421	448	194	370	290	307	143	320	245	422	246
ENSG00000154814.13	452	147	361	387	450	338	395	417	367	402	286	212
ENSG00000154822.17	333	225	341	208	424	105	177	290	227	343	211	118
ENSG00000154832.14	986	550	524	610	599	472	752	999	473	615	1305	476
ENSG00000154839.9	22	0	3	6	8	0	0	0	0	7	0	2
ENSG00000154845.15	495	777	905	430	782	507	470	1199	647	698	1097	528
ENSG00000154856.12	45	58	122	139	561	1	35	161	223	199	131	15
ENSG00000154864.12	222	98	305	375	328	155	280	269	401	312	176	135
ENSG00000154874.15	249	9	30	102	32	57	75	26	66	78	42	22
ENSG00000154889.16	480	363	165	485	293	226	397	232	330	479	138	100
ENSG00000154898.15	21	4	8	7	2	14	0	1	4	4	0	6
ENSG00000154914.16	189	228	77	328	96	84	212	162	121	125	99	50
ENSG00000154917.10	45	5	67	7	54	5	27	115	16	28	116	1
ENSG00000154920.14	3	0	1	0	0	0	0	7	3	5	0	2
ENSG00000154928.17	138	67	69	48	66	88	32	12	65	72	52	60
ENSG00000154930.14	283	179	152	710	440	97	1079	171	251	250	218	76
ENSG00000154945.6	353	762	782	251	551	456	550	614	544	565	1142	399
ENSG00000154957.13	336	45	81	203	114	41	71	116	129	150	34	11
ENSG00000154975.13	23	0	4	4	0	42	6	0	15	0	0	8
ENSG00000154978.12	1122	1087	899	791	1066	817	792	1397	982	1142	1554	409
ENSG00000154997.8	13	0	0	0	0	30	0	0	0	2	0	3
ENSG00000155008.13	410	179	355	351	321	182	273	111	259	359	197	200
ENSG00000155011.8	21	20	14	14	5	19	0	3	2	26	22	5
ENSG00000155016.17	48	95	163	55	137	186	52	119	165	192	37	156
ENSG00000155026.16	1	0	0	2	0	6	0	0	0	0	2	0
ENSG00000155034.18	224	235	96	242	121	254	281	288	137	145	273	273
ENSG00000155052.14	36	2	0	6	1	59	3	0	7	22	12	26
ENSG00000155066.15	19	59	58	230	148	9	15	159	39	45	36	21
ENSG00000155070.8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000155085.15	158	91	52	152	151	30	191	88	112	144	23	23
ENSG00000155087.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000155090.14	545	973	2341	725	1828	582	333	1259	2071	1037	2342	807
ENSG00000155093.18	118	26	117	67	114	87	21	88	65	94	25	14
ENSG00000155096.13	380	1362	1753	816	1209	742	662	1319	1112	774	1452	747
ENSG00000155097.11	453	417	378	364	459	222	325	345	437	488	573	270
ENSG00000155099.7	70	143	147	76	123	47	3	148	134	188	135	31
ENSG00000155100.10	86	140	105	55	158	17	28	24	104	118	85	19
ENSG00000155111.14	399	107	225	285	406	161	131	296	186	359	163	83
ENSG00000155115.6	424	408	443	351	386	315	477	697	373	344	301	227
ENSG00000155158.20	356	285	466	247	493	130	196	334	283	527	402	74
ENSG00000155189.11	152	284	399	225	269	141	146	260	136	168	584	142
ENSG00000155229.20	424	351	284	381	281	142	350	412	304	579	604	168
ENSG00000155249.5	4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000155252.13	444	772	497	226	256	609	370	670	285	319	741	590
ENSG00000155254.12	187	139	172	174	382	20	70	552	261	204	167	18
ENSG00000155256.17	831	721	438	620	409	509	644	450	529	728	515	331
ENSG00000155265.10	60	72	68	67	109	10	6	84	79	66	73	6
ENSG00000155269.11	0	0	0	2	0	0	0	0	1	1	0	0
ENSG00000155275.18	167	106	218	74	192	102	171	204	160	174	175	99
ENSG00000155287.10	903	1749	784	681	513	1483	1176	1162	612	748	1264	892
ENSG00000155304.5	201	543	619	107	430	348	122	480	312	203	812	355
ENSG00000155307.18	440	103	524	113	460	28	33	911	336	330	447	13
ENSG00000155313.15	743	497	845	632	709	276	465	771	512	637	910	353
ENSG00000155324.9	792	103	472	415	516	160	274	513	318	546	359	72
ENSG00000155329.11	325	245	185	139	306	113	194	222	162	183	205	62
ENSG00000155330.9	151	162	242	227	108	215	245	346	204	174	313	213
ENSG00000155363.18	1056	707	550	622	706	353	499	800	638	1187	498	272
ENSG00000155366.16	1776	812	708	435	493	580	1066	1557	567	934	1534	612
ENSG00000155367.15	9	21	10	3	1	5	0	10	10	8	11	10
ENSG00000155368.16	951	2081	1021	2472	864	1892	3565	841	1496	1897	1101	2101
ENSG00000155380.11	358	711	1493	319	724	596	656	1034	476	823	1462	629
ENSG00000155393.12	244	261	198	176	215	118	301	156	221	219	319	108
ENSG00000155428.12	9	14	15	15	1	19	18	0	12	28	36	8
ENSG00000155438.11	313	727	372	238	361	468	434	268	345	344	771	346
ENSG00000155463.12	1425	1136	1003	1231	644	643	1302	981	995	1334	931	608
ENSG00000155465.18	261	135	114	137	207	47	83	369	161	115	158	45
ENSG00000155495.8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000155506.16	2498	2608	3020	1663	1823	1507	2598	2999	1782	1801	4230	1862
ENSG00000155508.13	408	617	636	332	672	263	398	903	411	479	1175	297
ENSG00000155511.17	3	0	2	1	10	7	0	0	5	7	6	3
ENSG00000155530.3	58	0	53	27	32	39	19	77	39	18	78	14
ENSG00000155542.11	96	57	94	46	102	56	103	40	126	91	78	84
ENSG00000155545.19	168	251	372	176	280	188	175	257	228	241	346	215
ENSG00000155561.14	286	396	493	221	388	179	260	388	297	309	683	84
ENSG00000155592.15	47	42	53	28	47	54	111	82	63	70	68	55
ENSG00000155621.14	242	154	115	177	120	98	203	274	144	253	116	75
ENSG00000155622.6	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000155629.14	1432	3346	1757	1169	1563	1335	2501	1511	1193	1544	1841	1135
ENSG00000155636.14	141	100	80	120	123	34	98	108	51	122	31	18
ENSG00000155657.26	396	14	425	93	490	25	37	376	78	81	84	6
ENSG00000155659.14	111	19	79	365	129	15	318	177	156	86	49	13
ENSG00000155660.10	3072	3631	4038	8505	4079	2791	5614	2056	3677	3845	3271	3685
ENSG00000155666.11	186	200	156	799	180	322	393	289	785	309	169	111
ENSG00000155714.13	0	0	0	0	0	5	0	0	0	1	0	0
ENSG00000155719.17	56	0	16	2	1	18	11	77	27	8	22	18
ENSG00000155729.12	149	159	134	206	196	55	79	101	162	218	54	16
ENSG00000155744.9	444	346	492	391	366	437	364	795	507	404	710	323
ENSG00000155749.12	84	64	20	87	6	38	45	19	36	36	18	20
ENSG00000155754.14	8	0	0	9	14	33	0	0	0	1	16	14
ENSG00000155755.18	56	23	128	42	158	12	37	164	78	81	49	14
ENSG00000155760.2	56	32	77	61	114	6	1	112	70	55	102	12
ENSG00000155761.13	12	0	0	1	10	11	4	12	1	8	27	6
ENSG00000155792.9	395	58	210	343	224	100	174	254	363	285	68	57
ENSG00000155816.19	65	0	0	7	0	76	4	0	11	5	0	10
ENSG00000155827.11	826	310	290	361	545	87	265	392	373	460	367	92
ENSG00000155833.14	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000155846.16	237	112	283	108	106	93	160	190	127	116	161	23
ENSG00000155849.15	1576	266	547	854	687	347	440	1286	684	1219	607	234
ENSG00000155850.7	58	219	64	37	115	15	14	145	83	97	135	26
ENSG00000155858.5	8	52	38	22	70	36	63	47	58	69	104	25
ENSG00000155868.7	13	0	4	0	2	2	3	0	5	11	0	0
ENSG00000155875.14	12	8	0	11	11	38	0	23	8	0	0	7
ENSG00000155876.5	437	718	1016	562	923	576	577	1018	783	642	1120	334
ENSG00000155886.11	18	0	5	4	0	11	0	0	3	0	0	0
ENSG00000155890.3	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000155893.12	65	92	125	123	110	34	42	75	81	133	85	34
ENSG00000155897.9	4	14	23	0	3	13	0	49	17	64	87	10
ENSG00000155903.11	510	430	659	285	382	225	160	1218	423	533	1126	190
ENSG00000155906.17	376	215	179	424	312	90	216	145	320	377	166	64
ENSG00000155918.7	2	12	8	0	0	0	0	0	0	0	0	0
ENSG00000155926.13	442	224	400	200	243	72	196	403	278	259	639	86
ENSG00000155957.17	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000155959.10	125	376	354	145	233	136	247	265	294	226	296	174
ENSG00000155961.4	8	10	13	5	19	6	4	7	15	6	23	0
ENSG00000155962.12	165	64	169	43	173	40	38	177	113	99	301	38
ENSG00000155966.13	26	2	16	17	25	16	0	0	14	1	0	8
ENSG00000155970.11	380	94	216	313	335	60	128	222	207	459	128	27
ENSG00000155974.12	56	18	83	27	54	48	21	88	24	36	54	28
ENSG00000155975.9	328	472	436	234	429	398	464	389	376	491	625	343
ENSG00000155980.11	2	0	0	0	0	16	0	24	0	2	1	3
ENSG00000156006.4	224	26	168	610	132	83	530	125	346	230	60	49
ENSG00000156009.9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156011.16	3325	1073	1817	1388	1405	884	572	2798	1696	2993	1806	489
ENSG00000156017.12	122	315	270	167	239	162	108	123	254	251	248	104
ENSG00000156026.14	492	346	381	201	235	170	222	363	274	323	492	201
ENSG00000156030.13	298	690	2050	287	765	318	303	2172	733	566	1775	114
ENSG00000156042.17	326	47	90	151	170	63	74	282	101	245	103	67
ENSG00000156049.6	511	307	185	325	256	172	130	581	213	331	417	143
ENSG00000156050.8	17	7	10	17	16	5	27	0	12	22	12	3
ENSG00000156052.10	1356	812	1510	756	1156	830	709	1779	953	1205	1346	702
ENSG00000156076.9	4	5	0	0	0	5	0	0	0	0	0	0
ENSG00000156096.13	3549	3423	6179	5868	5616	6450	6736	2591	7558	7476	3253	8812
ENSG00000156097.12	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156103.15	7	12	20	10	53	8	11	105	17	26	67	4
ENSG00000156110.13	2280	1345	1296	3096	1332	1889	1781	1424	1675	1706	852	1163
ENSG00000156113.22	763	43	146	766	225	149	283	247	153	176	23	152
ENSG00000156127.6	99	192	172	16	160	28	80	832	69	186	323	40
ENSG00000156136.9	114	32	69	59	135	34	44	62	76	89	114	23
ENSG00000156140.9	91	100	104	10	89	108	31	87	36	40	183	42
ENSG00000156150.7	0	0	0	0	0	0	0	0	1	0	0	1
ENSG00000156162.16	335	276	281	328	469	160	232	321	385	471	327	162
ENSG00000156170.12	408	252	171	435	269	206	884	203	265	413	141	152
ENSG00000156171.14	399	214	255	308	426	165	231	365	306	406	291	149
ENSG00000156172.5	81	41	29	38	52	14	4	10	26	49	12	8
ENSG00000156194.17	11	5	10	16	0	3	16	0	4	5	11	3
ENSG00000156206.13	57	7	182	24	49	388	39	285	50	36	166	114
ENSG00000156218.12	302	556	601	728	578	463	557	378	647	693	344	449
ENSG00000156219.16	5	0	17	8	11	9	0	0	6	14	4	0
ENSG00000156222.11	1121	671	762	1816	548	801	1345	440	906	1706	383	594
ENSG00000156232.7	398	395	412	188	273	526	405	475	205	317	524	504
ENSG00000156234.7	66	0	1	120	0	25	150	0	2	15	18	6
ENSG00000156239.11	114	84	45	42	129	29	139	52	62	87	26	43
ENSG00000156253.6	159	209	197	228	208	139	271	118	235	190	125	106
ENSG00000156256.14	704	994	827	867	817	571	1027	910	850	839	670	561
ENSG00000156261.12	899	2014	1242	716	819	1034	1199	1332	1018	1073	2122	1407
ENSG00000156265.15	100	38	61	70	160	54	17	152	107	166	61	32
ENSG00000156269.4	0	0	2	5	0	1	2	0	1	0	0	0
ENSG00000156273.15	750	896	1291	389	954	1305	433	1434	857	959	1587	1011
ENSG00000156282.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156284.5	0	0	2	0	39	0	0	0	0	0	0	0
ENSG00000156298.12	41	15	96	56	157	33	61	166	99	83	164	44
ENSG00000156299.13	604	406	359	755	296	259	265	333	287	348	257	99
ENSG00000156304.14	519	676	1234	458	667	800	716	1270	603	658	1176	698
ENSG00000156313.13	210	180	337	148	222	91	147	366	120	162	325	67
ENSG00000156345.17	14	22	57	89	65	32	47	29	48	83	45	7
ENSG00000156374.15	65	148	151	126	89	104	133	63	150	115	134	39
ENSG00000156381.8	558	140	260	188	266	296	301	416	190	316	653	201
ENSG00000156384.14	16	16	19	11	12	1	15	32	29	19	14	8
ENSG00000156395.12	72	0	4	2	0	70	0	0	4	7	4	10
ENSG00000156398.12	210	118	253	471	252	203	197	325	372	358	160	166
ENSG00000156411.9	370	297	270	401	261	335	564	271	338	533	281	295
ENSG00000156413.13	652	135	152	395	171	60	316	375	201	397	143	31
ENSG00000156414.18	26	6	16	14	31	46	0	35	23	91	52	21
ENSG00000156427.7	22	5	126	21	39	94	3	182	34	11	250	148
ENSG00000156453.13	523	1767	925	390	458	768	698	620	637	390	2192	876
ENSG00000156463.17	33	81	127	615	295	59	119	45	138	180	112	45
ENSG00000156466.9	25	11	15	17	21	0	0	13	14	23	2	0
ENSG00000156467.9	1843	1283	1488	957	1575	1035	1396	1557	1376	1840	1319	1208
ENSG00000156469.8	214	269	117	141	241	78	163	129	171	221	147	60
ENSG00000156471.12	305	718	788	581	539	465	572	492	733	629	1051	486
ENSG00000156475.18	91	12	38	58	76	27	13	49	47	44	7	0
ENSG00000156482.10	3380	2998	3396	2439	3848	2488	3938	4864	3076	3353	4579	2159
ENSG00000156486.7	0	0	0	4	1	0	0	0	0	0	0	0
ENSG00000156500.15	195	22	79	112	111	37	33	171	114	139	174	19
ENSG00000156502.13	318	496	523	332	392	427	493	630	310	405	583	421
ENSG00000156504.16	393	101	153	171	223	50	163	269	200	267	259	25
ENSG00000156508.17	47833	85883	104064	64565	115017	52665	69607	110306	81176	75564	117605	57297
ENSG00000156509.13	0	0	0	9	0	1	0	1	1	0	0	5
ENSG00000156510.12	1460	2323	966	202	646	68	324	1135	636	1143	1262	131
ENSG00000156515.23	768	1206	2063	223	879	320	175	1816	567	489	4215	286
ENSG00000156521.13	313	104	109	237	214	152	266	199	178	269	115	88
ENSG00000156531.16	84	193	119	66	169	35	111	205	91	163	140	24
ENSG00000156535.14	155	11	88	30	124	70	4	175	54	100	69	45
ENSG00000156564.8	3	0	0	4	0	7	0	0	0	0	0	11
ENSG00000156574.9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156575.2	10	0	2	0	0	0	0	0	0	0	0	0
ENSG00000156587.15	1081	2302	983	1160	917	1326	932	869	949	1228	735	1130
ENSG00000156599.10	987	1492	1414	551	903	725	747	974	1084	1280	1949	798
ENSG00000156603.17	229	238	131	178	120	153	242	135	142	150	143	156
ENSG00000156639.11	2170	2610	2150	1760	1465	2582	2289	2979	1594	1894	3270	2681
ENSG00000156642.16	498	531	984	395	1102	470	448	1033	750	890	1221	446
ENSG00000156650.13	911	369	351	651	602	260	332	531	413	485	290	269
ENSG00000156671.13	280	389	762	167	393	288	288	669	339	364	882	251
ENSG00000156675.15	765	671	1971	306	1564	169	171	1580	721	748	959	192
ENSG00000156687.10	27	0	2	11	0	50	0	3	10	0	0	4
ENSG00000156689.6	0	0	0	0	0	3	4	0	2	0	0	0
ENSG00000156697.12	357	551	234	189	215	139	257	347	198	207	321	109
ENSG00000156709.13	1504	1300	1374	1777	1421	1474	1541	1069	1717	1626	1065	1446
ENSG00000156711.16	414	271	260	196	220	77	125	296	170	163	292	83
ENSG00000156735.10	239	257	321	289	303	158	279	265	260	317	511	93
ENSG00000156738.17	89	73	18	10	33	6	15	0	110	60	75	7
ENSG00000156755.10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156787.16	105	40	52	35	46	35	15	21	37	89	103	15
ENSG00000156795.7	146	141	90	143	80	71	87	90	166	128	102	18
ENSG00000156802.12	271	284	358	282	214	339	177	716	313	295	303	198
ENSG00000156804.7	113	117	71	155	132	20	38	195	71	115	135	47
ENSG00000156831.7	1129	485	277	813	571	333	420	726	417	580	378	196
ENSG00000156853.12	44	130	185	84	139	196	89	110	129	133	172	128
ENSG00000156858.11	485	439	414	534	419	389	577	868	314	432	681	471
ENSG00000156860.15	825	899	1065	535	654	654	650	1748	606	675	1767	838
ENSG00000156869.13	205	109	133	168	115	167	90	122	145	181	82	151
ENSG00000156873.15	407	403	666	519	352	662	652	842	319	352	777	435
ENSG00000156875.13	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156876.9	71	24	21	30	21	41	11	53	15	28	51	29
ENSG00000156885.5	0	6	8	24	3	14	0	0	0	10	18	7
ENSG00000156886.11	31	6	29	0	27	13	19	22	11	43	24	8
ENSG00000156920.10	8	0	0	2	0	8	0	0	0	0	5	0
ENSG00000156925.11	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156928.4	363	227	211	238	283	225	334	286	263	322	365	204
ENSG00000156931.15	878	337	258	371	480	202	221	539	262	436	362	163
ENSG00000156958.14	560	261	351	623	303	260	427	370	346	425	311	152
ENSG00000156959.8	0	14	0	0	0	4	0	0	6	3	2	0
ENSG00000156966.6	34	52	120	152	180	21	12	187	109	60	138	72
ENSG00000156968.8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156970.12	18	6	3	2	3	14	0	0	7	3	1	9
ENSG00000156973.13	195	95	193	117	186	140	108	214	148	223	321	114
ENSG00000156976.16	2687	3847	3521	2319	4495	2456	2270	4008	2969	3579	3384	2535
ENSG00000156983.15	154	229	564	117	212	226	158	418	221	186	847	128
ENSG00000156990.14	277	195	142	272	170	123	214	65	194	252	96	86
ENSG00000157005.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157014.10	8	38	37	5	3	2	1	0	7	9	45	13
ENSG00000157017.15	18	0	8	13	2	0	2	1	9	14	29	0
ENSG00000157020.17	761	1146	1123	1317	820	942	1076	936	891	980	1332	922
ENSG00000157021.9	0	2	3	0	0	1	0	3	0	1	0	1
ENSG00000157036.12	238	168	112	103	171	57	96	246	138	208	240	8
ENSG00000157045.8	272	424	268	197	294	162	194	332	384	488	476	196
ENSG00000157060.15	1	0	0	0	0	5	0	0	0	0	0	0
ENSG00000157064.10	34	0	21	9	13	11	0	10	22	15	22	0
ENSG00000157077.14	320	276	349	311	445	246	366	458	302	359	363	204
ENSG00000157087.18	2211	281	1076	1319	558	920	859	1324	992	2986	688	420
ENSG00000157093.8	0	0	0	0	0	6	0	0	0	0	0	2
ENSG00000157103.11	765	257	1343	995	1101	622	452	295	1728	2171	555	401
ENSG00000157106.16	1072	1448	2708	914	1320	941	1183	2377	1124	1746	2972	889
ENSG00000157107.13	814	260	303	385	541	127	261	450	360	534	236	134
ENSG00000157110.15	2617	1852	2101	2628	1927	1715	1648	3300	1532	2827	2551	1278
ENSG00000157111.12	122	115	46	20	37	11	87	29	34	66	79	31
ENSG00000157119.11	4	0	0	0	0	3	0	0	0	0	0	0
ENSG00000157131.10	5290	5013	5594	7154	5019	5100	5880	2451	7045	9624	2939	4999
ENSG00000157150.4	19	0	7	21	0	0	23	35	6	10	0	0
ENSG00000157152.16	26	0	3	5	0	8	0	7	3	16	0	1
ENSG00000157168.18	598	179	702	582	452	1002	124	444	349	1244	385	734
ENSG00000157181.15	479	571	521	577	459	330	570	477	405	514	610	377
ENSG00000157184.6	982	225	938	1467	1037	821	514	412	1393	1281	334	421
ENSG00000157191.19	676	1001	327	352	444	235	466	510	440	458	793	201
ENSG00000157193.16	24	44	18	15	20	15	1	81	20	23	199	2
ENSG00000157211.11	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157212.18	252	248	160	162	112	96	199	171	154	181	219	166
ENSG00000157214.13	95	82	50	134	129	147	213	137	76	234	105	159
ENSG00000157216.15	1690	2288	1546	2000	1125	1643	895	1880	1326	1866	2603	1052
ENSG00000157219.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157224.15	5	29	17	20	20	69	102	1	14	10	5	26
ENSG00000157227.12	1626	1684	2504	870	3283	257	488	4157	1332	1796	5002	331
ENSG00000157240.3	85	189	373	200	569	68	76	479	282	181	451	102
ENSG00000157259.7	409	378	213	202	344	111	163	159	218	393	303	91
ENSG00000157303.10	169	9	110	430	120	132	146	99	138	215	113	99
ENSG00000157306.14	61	6	45	25	21	21	48	24	9	60	34	5
ENSG00000157315.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157322.17	36	27	0	2	2	12	17	24	4	7	21	12
